gene_name	n_lineages	n_transcripts	lineages	transcripts
MYO1F	3	2	neurons,astrocytes,microglia	ISOT-54ed-c76f-af5d-eb3b:s8520750:e8577450:AP:FL,ISOT-e650-83cd-ccaf-f7ee:s8521100:e8577500:NC:FL
MYOF	2	2	neurons,microglia	ISOT-318a-66c4-9657-3b9a:s93306400:e93343950:EC:FL,ISOT-677a-faf0-8672-d756:s93306400:e93482350:NC:FL
MYT1L	3	2	neurons,astrocytes,microglia	ISOT-1527-6863-7bf1-2a21:s2171650:e2331300:AP:FL,ISOT-fc66-47dc-d1b0-7c92:s1789100:e1792950:AP:FL
MZT2A	3	3	neurons,astrocytes,microglia	ISOT-8abe-96f5-5361-9ba0:s131483950:e131492450:AP:FL,ISOT-960e-b257-36b6-3a7a:s131483950:e131492400:AP:FL,ISOT-e492-6772-519a-2af5:s131469700:e131492450:AP:FL
MZT2B	2	4	neurons,microglia	ISOT-1915-cfc8-5200-83ec:s130182250:e130190750:AP:FL,ISOT-615c-9277-4422-0111:s130181700:e130190750:AP:FL,ISOT-a36d-1c0d-9485-ad38:s130182550:e130190750:AP:FL,ISOT-d065-a376-e6fd-0de5:s130182300:e130190750:AP:FL
N4BP2L2	3	3	neurons,astrocytes,microglia	ISOT-5778-f1df-4f8c-a132:s32444050:e32538800:NC:FL,ISOT-612d-e545-5706-05fb:s32516900:e32524650:AP:FL,ISOT-85cf-7c11-b0b0-a742:s32444050:e32538800:NC:FL
NAA38	3	6	neurons,astrocytes,microglia	ISOT-4e3d-9dcd-1709-da85:s7856650:e7857550:AP:FL,ISOT-6ff2-76bc-936a-d8ae:s7856650:e7885250:EC:FL,ISOT-7c71-c8d3-b4a2-3a88:s7856650:e7857600:AP:FL,ISOT-dfdd-60c4-b33d-5dd6:s7856650:e7857300:AP:FL,ISOT-f665-8750-2db6-b07f:s7856650:e7857900:AP:FL,ISOT-fd3a-8330-50f9-6e8f:s7856650:e7857600:AP:FL
NABP2	3	2	neurons,astrocytes,microglia	ISOT-9780-c12e-ba62-241d:s56224350:e56229900:AP:FL,ISOT-e993-e5e9-c118-ed67:s56224300:e56229900:AP:FL
NACA	3	4	neurons,astrocytes,microglia	ISOT-0140-f2bc-670c-8723:s56712400:e56725300:NC:FL,ISOT-0552-0b08-8f66-70bd:s56712400:e56730700:AP:FL,ISOT-12d2-9791-2107-2217:s56712400:e56725300:AP:FL,ISOT-eda1-2c7b-9e4a-8f4d:s56712400:e56727200:AP:FL
NACAD	3	2	neurons,astrocytes,microglia	ISOT-b4c5-eb55-a9e0-7a21:s45080400:e45089000:NC:FL,ISOT-c7ee-ef0d-9236-5901:s45080400:e45089000:AP:FL
NAE1	3	2	neurons,astrocytes,microglia	ISOT-947f-aedc-153b-b7a1:s66816950:e66831050:AP:FL,ISOT-95fa-84f2-9f82-43e9:s66802850:e66831000:AP:FL
NAP1L1	3	7	neurons,astrocytes,microglia	ISOT-0921-d909-e6eb-45cf:s76047550:e76084750:DN:FL,ISOT-4dcf-f965-4770-2bbe:s76047550:e76084700:DN:FL,ISOT-7be7-f7d1-6eec-78ae:s76049100:e76084700:AP:FL,ISOT-8e53-24b2-70b2-6d07:s76049550:e76085100:AP:FL,ISOT-ae3f-0aef-8aaa-6e6b:s76049750:e76084650:NC:FL,ISOT-ca8a-5097-2faa-8f3a:s76047550:e76084650:EC:FL,ISOT-d7ca-07b2-4e20-3d51:s76047150:e76084700:AP:FL
NAP1L4	3	2	neurons,astrocytes,microglia	ISOT-81d3-2447-f8c0-5f33:s2944400:e2992400:AP:FL,ISOT-ad02-16e6-325d-74c3:s2958500:e2992300:NC:FL
NAPB	3	2	neurons,astrocytes,microglia	ISOT-669b-507e-f6de-b089:s23377350:e23421500:NC:FL,ISOT-ed21-b776-5882-335b:s23374500:e23421500:AP:FL
NARS1	3	3	neurons,astrocytes,microglia	ISOT-1bd0-2bb2-14e4-bb32:s57600650:e57621850:AP:FL,ISOT-20bd-6ce9-a6ae-6157:s57609350:e57621800:AP:FL,ISOT-8fe3-32e0-ce6d-9add:s57600650:e57621800:NC:FL
NASP	3	3	neurons,astrocytes,microglia	ISOT-16a1-e51d-94c4-f893:s45584050:e45618250:AP:FL,ISOT-702b-1c48-690a-aaa9:s45584000:e45618900:AP:FL,ISOT-b871-15bb-6246-4088:s45583600:e45607400:AP:FL
NBEAL1	3	3	neurons,astrocytes,microglia	ISOT-306f-fe0d-27c9-12c3:s203014850:e203086250:AP:FL,ISOT-597f-ead4-918b-133c:s203014850:e203225200:AP:FL,ISOT-fdf0-fe61-2009-7499:s203180950:e203191350:AP:FL
NCALD	3	2	neurons,astrocytes,microglia	ISOT-4891-9428-8931-c242:s101692750:e101791100:AP:FL,ISOT-8ec3-a131-af20-8ad3:s101686500:e101791000:AP:FL
NCAM1	3	3	neurons,astrocytes,microglia	ISOT-579b-cf6d-788c-0e1f:s113260150:e113275750:AP:FL,ISOT-bf52-dde8-f50f-2afe:s112961400:e113134000:AP:FL,ISOT-e8a5-8fe7-ec6f-7ec8:s112961400:e113278450:AP:FL
NCAM2	3	2	neurons,astrocytes,microglia	ISOT-20ca-f78a-6352-7bc6:s21280550:e21540200:AP:FL,ISOT-ae3b-39fe-f669-933a:s21280550:e21538800:DN:FL
NCBP2AS2	3	2	neurons,astrocytes,microglia	ISOT-0000-0000-0000-256e:s196942600:e196944950:AP:FL,ISOT-0000-0000-0000-256e:s196942650:e196943550:AP:FL
NCBP3	3	2	neurons,astrocytes,microglia	ISOT-2e21-3e34-523b-5a74:s3824900:e3846350:AP:FL,ISOT-3e94-4af1-f1f5-e137:s3802150:e3846250:AP:FL
NCEH1	3	2	neurons,astrocytes,microglia	ISOT-9eb5-f33f-1cf0-471e:s172630200:e172711100:AP:FL,ISOT-da4a-9a03-37dc-00e2:s172630600:e172711250:AP:FL
NCF2	3	2	neurons,astrocytes,microglia	ISOT-0843-02c7-8a10-9e8f:s183556050:e183590550:NC:FL,ISOT-3c60-3d8a-597e-8c03:s183555550:e183590500:AP:FL
NCF4	3	2	neurons,astrocytes,microglia	ISOT-1352-a368-183a-0260:s36860950:e36878050:AP:FL,ISOT-33df-1d7d-1c46-4f4f:s36861000:e36878050:AP:FL
NCKAP1L	3	2	neurons,astrocytes,microglia	ISOT-5fb0-3a82-596c-5430:s54497750:e54543100:NC:FL,ISOT-ea01-2fa3-f149-e0d5:s54497750:e54548250:AP:FL
NCL	3	5	neurons,astrocytes,microglia	ISOT-0be4-8f77-50af-2b32:s231453500:e231464500:AP:FL,ISOT-a8fc-0f73-49f2-ba9b:s231454750:e231464200:EC:FL,ISOT-b094-8a74-ff28-06f5:s231454700:e231464500:AP:FL,ISOT-d441-5467-5ced-1b35:s231454700:e231464500:NC:FL,ISOT-d9fe-de3c-f61e-85e4:s231454800:e231464500:AP:FL
NCOA4	3	2	neurons,astrocytes,microglia	ISOT-0d9c-a95b-805b-5919:s46005050:e46023500:AP:FL,ISOT-af30-128c-977b-3092:s46006400:e46030650:NC:FL
NDRG4	3	2	neurons,astrocytes,microglia	ISOT-1c3b-200c-4968-5a22:s58509100:e58513450:AP:FL,ISOT-22da-151d-8600-39b9:s58500000:e58513650:AP:FL
NDUFA1	2	2	neurons,microglia	ISOT-750b-4166-3ced-f996:s119871800:e119876700:AP:FL,ISOT-c4d0-4ffa-e23f-1e90:s119870700:e119876700:AP:FL
NDUFA11	2	3	astrocytes,microglia	ISOT-5428-7ac4-dfd3-798a:s5894650:e5903800:AP:FL,ISOT-580e-d7b1-1319-9a0f:s5894650:e5904050:AP:FL,ISOT-bec2-41bf-9c56-ea2a:s5894650:e5903800:AP:FL
NDUFA5	3	2	neurons,astrocytes,microglia	ISOT-4089-a589-4a9c-7462:s123540900:e123557700:AP:FL,ISOT-ff0e-cc9c-e30d-1030:s123536950:e123557850:AP:FL
NDUFAF1	3	2	neurons,astrocytes,microglia	ISOT-bf06-7af6-1491-891b:s41387350:e41402500:EC:FL,ISOT-c6e0-734f-e21d-b73b:s41387350:e41402500:AP:FL
NDUFAF2	2	2	astrocytes,microglia	ISOT-6800-e378-ea47-7e0a:s60945150:e61154550:AP:FL,ISOT-a223-f10f-1f29-3ced:s60945200:e61153050:AP:FL
NDUFB1	2	2	neurons,microglia	ISOT-6fe7-3f34-d180-5b40:s92116100:e92121750:AP:FL,ISOT-f326-74b3-d1f2-27a1:s92116100:e92118750:AP:FL
NDUFB10	3	2	neurons,astrocytes,microglia	ISOT-5704-05db-bce6-22fc:s1959500:e1962000:AP:FL,ISOT-b1ec-df1c-ca4f-0f1e:s1959500:e1962000:AP:FL
NDUFB11	2	2	neurons,microglia	ISOT-cd29-45cd-78b4-b7be:s47142200:e47144750:AP:FL,ISOT-eb58-c022-80b9-f83d:s47142050:e47145500:AP:FL
NDUFB2	3	2	neurons,astrocytes,microglia	ISOT-7e24-8c58-2fd9-b8ec:s140696650:e140706650:AP:FL,ISOT-a3d0-7df7-2391-d034:s140697200:e140706650:AP:FL
NDUFB4	3	2	neurons,astrocytes,microglia	ISOT-2bb3-6277-ef8e-2620:s120596350:e120602350:AP:FL,ISOT-9c9d-3792-afab-19a5:s120596300:e120602550:AP:FL
NDUFB5	3	3	neurons,astrocytes,microglia	ISOT-5d2e-f7a5-6e7d-7738:s179601600:e179624550:AP:FL,ISOT-6a13-34db-9888-2196:s179601600:e179624550:AP:FL,ISOT-d90f-f62b-3c6f-91cd:s179604750:e179627650:AP:FL
NDUFB6	3	3	neurons,astrocytes,microglia	ISOT-5aba-d24d-b222-0d95:s32553000:e32573200:AP:FL,ISOT-70ed-4b6f-7c45-7275:s32553500:e32573200:AP:FL,ISOT-afa2-c06c-fbf5-dbfa:s32553650:e32573200:AP:FL
NDUFB8	3	2	neurons,astrocytes,microglia	ISOT-1cff-42c7-3982-165b:s100523700:e100530050:AP:FL,ISOT-bb11-7785-0851-b812:s100523700:e100529900:AP:FL
NDUFC1	3	10	neurons,astrocytes,microglia	ISOT-0401-ab19-ebef-0c67:s139289950:e139301250:NC:FL,ISOT-1c1c-564e-1e1a-73e8:s139289950:e139301450:AP:FL,ISOT-3641-eee3-8835-e4b5:s139289900:e139302600:AP:FL,ISOT-3641-eee3-8835-e4b5:s139289950:e139302550:AP:FL,ISOT-3799-0dab-ba78-f43e:s139289900:e139301250:AP:FL,ISOT-5ce8-48cc-1541-2fb9:s139289950:e139301250:NC:FL,ISOT-7d3e-b56a-d3b2-f8a2:s139289900:e139302500:AP:FL,ISOT-ad56-9270-16e9-35c1:s139289950:e139302500:NC:FL,ISOT-db3f-c6a8-6666-c0fa:s139289950:e139302500:DN:FL,ISOT-f5a9-6e90-e264-706c:s139289900:e139302600:AP:FL
NDUFC2	3	2	neurons,astrocytes,microglia	ISOT-1f35-4117-fb93-7fde:s78068250:e78079900:AP:FL,ISOT-97b5-b2b3-f646-f3fd:s78068850:e78080350:AP:FL
NDUFS4	2	2	neurons,microglia	ISOT-20f7-1ed8-57aa-3692:s53560600:e53683350:AP:FL,ISOT-9c9a-50de-d35e-cbc6:s53560600:e53683350:AP:FL
NDUFV1	3	2	neurons,astrocytes,microglia	ISOT-651e-9834-6b9a-13fb:s67606900:e67612550:EC:FL,ISOT-9c96-f5cb-845b-4b44:s67606900:e67612600:AP:FL
NECAP1	3	2	neurons,astrocytes,microglia	ISOT-1f93-8aac-c78f-ca77:s8082250:e8097900:AP:FL,ISOT-90eb-b6a0-f350-3d3f:s8082250:e8097800:AP:FL
NECAP2	3	2	neurons,astrocytes,microglia	ISOT-6d15-41e6-d9d4-9fbd:s16440700:e16460100:AP:FL,ISOT-b391-0594-8be4-5bfe:s16440700:e16460100:DN:FL
NECTIN2	2	2	astrocytes,microglia	ISOT-6a3b-5456-2ea2-ef85:s44846150:e44878950:AP:FL,ISOT-e2e5-a525-3e85-2bca:s44846250:e44889250:AP:FL
NEFM	3	7	neurons,astrocytes,microglia	ISOT-0461-773e-83b9-7d92:s24913750:e24918000:DN:FL,ISOT-7537-fde6-cfa0-815d:s24913750:e24919100:DN:FL,ISOT-7c6f-9a8d-80e9-a8ba:s24913750:e24918000:DN:FL,ISOT-8689-1f30-ac5d-9ac7:s24913750:e24919100:AP:FL,ISOT-c9a9-1cba-008f-fc85:s24914900:e24919100:AP:FL,ISOT-e773-963e-f26d-fd1b:s24913750:e24918050:DN:FL,ISOT-e912-a15a-08b4-d8ac:s24913750:e24918000:DN:FL
NEGR1	3	2	neurons,astrocytes,microglia	ISOT-5d11-cd0b-d62c-c156:s71698000:e72283600:AP:FL,ISOT-6e2d-15d6-5845-7c43:s71395900:e72282550:AP:FL
NEK6	2	2	neurons,microglia	ISOT-bae9-1927-3625-3bf2:s124261350:e124352450:AP:FL,ISOT-f1f4-56b3-8608-d10b:s124257900:e124353350:AP:FL
NELFCD	2	2	astrocytes,microglia	ISOT-da2b-c839-779d-7069:s58981200:e58995150:AP:FL,ISOT-da2b-c839-779d-7069:s58981250:e58995150:AP:FL
NEMF	2	2	neurons,microglia	ISOT-500a-8f52-d016-9d4f:s49784200:e49852850:DN:FL,ISOT-cf90-8f8b-0563-8722:s49782050:e49852800:AP:FL
NFE2L3	3	2	neurons,astrocytes,microglia	ISOT-5ad8-4569-77eb-92a4:s26152900:e26186300:NC:FL,ISOT-c945-ac2f-2332-a734:s26152150:e26187150:AP:FL
NFIA	3	3	neurons,astrocytes,microglia	ISOT-0000-0000-0000-6945:s61088100:e61133050:AP:FL,ISOT-64aa-66c9-8e1b-0b1f:s61082600:e61456400:AP:FL,ISOT-e910-6528-e778-78a7:s61082550:e61462800:AP:FL
NFKBIL1	3	2	neurons,astrocytes,microglia	ISOT-215c-b979-794a-8dfa:s31547600:e31558850:AP:FL,ISOT-6731-ae10-fe0e-6ee2:s31546850:e31558850:AP:FL
NFU1	2	2	neurons,microglia	ISOT-2afe-7437-749a-0898:s69396100:e69437450:EC:FL,ISOT-3405-9f13-7297-e7ea:s69396100:e69437450:AP:FL
NGRN	3	2	neurons,astrocytes,microglia	ISOT-823d-8910-3e33-0465:s90265650:e90273250:AP:FL,ISOT-e418-2b64-41c6-4902:s90265650:e90272250:AP:FL
NHP2	3	2	neurons,astrocytes,microglia	ISOT-75f3-3cfb-91d7-f491:s178149450:e178153850:AP:FL,ISOT-7a59-80f4-695a-9dbb:s178149450:e178153900:AP:FL
NICOL1	3	2	neurons,astrocytes,microglia	ISOT-72bc-46e3-3b6e-34ec:s2042050:e2044000:AP:FL,ISOT-d5af-994f-fded-8e62:s2041950:e2044000:AP:FL
NIFK	3	2	neurons,astrocytes,microglia	ISOT-5671-3435-480a-c355:s121726900:e121736900:AP:FL,ISOT-de9e-b5cc-d017-1138:s121730350:e121736900:AP:FL
NKAIN4	3	2	neurons,astrocytes,microglia	ISOT-99ea-ed7e-0c43-fb0a:s63240750:e63254650:AP:FL,ISOT-fac3-09f9-e9fd-67d2:s63240750:e63255250:AP:FL
NME1	3	2	neurons,astrocytes,microglia	ISOT-95b9-56ae-09f9-7f42:s51153550:e51162200:AP:FL,ISOT-d18b-c739-05d2-304a:s51153550:e51162100:AP:FL
NME2	3	4	neurons,astrocytes,microglia	ISOT-ba4e-a237-2f92-8fa8:s51166400:e51171750:AP:FL,ISOT-babd-2940-b4fe-7991:s51166550:e51171750:AP:FL,ISOT-bf29-11ea-ce02-6563:s51166400:e51171750:AP:FL,ISOT-f27f-b980-3564-9394:s51166400:e51171750:AP:FL
NME3	3	2	neurons,astrocytes,microglia	ISOT-2fd0-7414-ee8d-88b9:s1770300:e1771550:EC:FL,ISOT-336b-420d-2e97-6003:s1770350:e1771600:AP:FL
NNAT	3	2	neurons,astrocytes,microglia	ISOT-c3c0-cf15-b93a-329b:s37521200:e37523700:AP:FL,ISOT-e78b-dc55-5e7e-24da:s37521250:e37523700:AP:FL
NOC2L	2	2	astrocytes,microglia	ISOT-2d5e-fe83-4c94-670a:s944200:e959300:AP:FL,ISOT-960f-48ef-e211-f758:s958200:e959300:AP:FL
NOLC1	2	3	neurons,microglia	ISOT-6f9b-4358-ce95-90f8:s102152350:e102160050:EC:FL,ISOT-9c98-89f4-2e0d-9b0c:s102152150:e102163900:AP:FL,ISOT-e338-6493-8be7-828f:s102152350:e102161700:NC:FL
NOMO1	3	2	neurons,astrocytes,microglia	ISOT-341c-d7a4-6a82-fbef:s14833700:e14896200:AP:FL,ISOT-76a7-8f9b-f974-6396:s14833800:e14896200:NC:FL
NOMO2	3	2	neurons,astrocytes,microglia	ISOT-356c-06dc-bd11-c008:s18417300:e18562250:AP:FL,ISOT-d3a7-02f7-de7e-9d60:s18499900:e18562150:NC:FL
NONO	3	3	neurons,astrocytes,microglia	ISOT-7e19-97f7-26f2-eb07:s71283600:e71301200:AP:FL,ISOT-b020-d339-79ac-24d1:s71283600:e71301200:AP:FL,ISOT-e7ab-d3ac-507c-d7b4:s71254800:e71301200:AP:FL
NOP10	2	2	neurons,microglia	ISOT-0549-5396-38c9-48e2:s34341250:e34343200:AP:FL,ISOT-0d1f-c003-971e-cf42:s34341700:e34343150:AP:FL
NOP16	2	2	neurons,astrocytes	ISOT-453e-7f68-b786-47ce:s176383900:e176388600:AP:FL,ISOT-62f4-9e98-23e0-4d39:s176383900:e176388800:AP:FL
NOVA1	3	4	neurons,astrocytes,microglia	ISOT-2ff2-2496-1802-0537:s26443050:e26598050:AP:FL,ISOT-3c84-86f9-888f-e2b2:s26471950:e26598250:AP:FL,ISOT-5f70-ce85-0040-47ef:s26471950:e26598250:AP:FL,ISOT-9389-9082-6a99-bb1c:s26470100:e26598250:NC:FL
NPC2	3	2	neurons,astrocytes,microglia	ISOT-525f-304b-cf3e-aceb:s74479900:e74493250:AP:FL,ISOT-8a29-6da0-489e-bcc9:s74479900:e74493350:AP:FL
NPEPPS	2	2	neurons,microglia	ISOT-3916-e60a-a3ba-543f:s47618350:e47623300:AP:FL,ISOT-c3db-5db5-9247-5106:s47531100:e47623300:AP:FL
NPM1	3	4	neurons,astrocytes,microglia	ISOT-290b-ea04-e3d5-0544:s171387800:e171410900:AP:FL,ISOT-4582-c1dd-9cb8-a9ea:s171387800:e171410950:AP:FL,ISOT-7375-3e8e-2603-66f8:s171387800:e171410900:AP:FL,ISOT-901a-aea0-e2ef-a090:s171387850:e171410900:EC:FL
NPTN	3	3	neurons,astrocytes,microglia	ISOT-136c-9376-6423-61b6:s73561900:e73633400:NC:FL,ISOT-1d23-8fd3-0199-90ca:s73560000:e73633400:NC:FL,ISOT-a30f-1006-1f5b-69f9:s73560000:e73634150:AP:FL
NQO1	3	2	neurons,astrocytes,microglia	ISOT-526b-da63-10e6-c3e6:s69710700:e69726600:AP:FL,ISOT-7744-f057-6984-6dd0:s69709400:e69726600:AP:FL
NRBP1	3	2	neurons,astrocytes,microglia	ISOT-2f0a-3a3f-cea9-1267:s27428600:e27442300:DN:FL,ISOT-3c1d-1b0d-9736-ec58:s27428600:e27442300:DN:FL
NRCAM	3	3	neurons,astrocytes,microglia	ISOT-0d7f-0474-6c9f-eeab:s108147600:e108456400:AP:FL,ISOT-45d7-254d-df3a-f61d:s108147600:e108456450:AP:FL,ISOT-6324-6657-32b0-2435:s108147600:e108456450:DN:FL
NREP	3	2	neurons,astrocytes,microglia	ISOT-80d6-accc-5ca0-e134:s111729300:e111757200:AP:FL,ISOT-a73c-e87b-e741-56d1:s111728800:e111757750:AP:FL
NRP2	2	2	neurons,astrocytes	ISOT-9ff6-18cc-aec0-51c7:s205682450:e205698250:AP:FL,ISOT-b102-57db-64af-c42c:s205682500:e205798150:AP:FL
NRXN1	3	4	neurons,astrocytes,microglia	ISOT-2a1f-67da-d7f4-9a7e:s49918500:e51028500:AP:FL,ISOT-45c6-6286-930f-1db3:s50919750:e51032550:AP:FL,ISOT-bb50-b8e5-f49c-2e6c:s50919750:e51032150:DN:FL,ISOT-eb8a-145e-583b-693a:s50919750:e51032150:EC:FL
NSA2	3	3	neurons,astrocytes,microglia	ISOT-2295-f5a7-b30c-b8f4:s74767450:e74776850:AP:FL,ISOT-50c0-6ca9-f989-6961:s74767250:e74771700:AP:FL,ISOT-be52-2eb4-6af6-3f3d:s74767250:e74776850:EC:FL
NSD1	2	2	neurons,microglia	ISOT-3c9d-91d1-6dd1-f37f:s177133800:e177246800:DN:FL,ISOT-d40f-0a0e-0334-ea63:s177133750:e177136350:AP:FL
NSD3	3	3	neurons,astrocytes,microglia	ISOT-2272-7a2a-b081-17d9:s38337350:e38381750:AP:FL,ISOT-877d-3e9d-b78e-48ce:s38269700:e38382300:AP:FL,ISOT-e71b-b560-fc48-8b32:s38316400:e38382300:AP:FL
NSF	2	3	neurons,astrocytes	ISOT-0913-dc4b-d9bc-4bd2:s46590700:e46757500:AP:FL,ISOT-0b42-0f74-af5a-e9ee:s46590700:e46757500:NC:FL,ISOT-1b04-b8c3-8422-6cfe:s46590650:e46757500:AP:FL
NSG1	3	4	neurons,astrocytes,microglia	ISOT-09b0-9c24-bb1e-0a06:s4386500:e4417750:DN:FL,ISOT-1a0b-786a-1892-eefb:s4387000:e4419100:AP:FL,ISOT-dde0-8848-1e7c-0a93:s4387100:e4419100:AP:FL,ISOT-e006-4276-b135-52a6:s4386500:e4419000:AP:FL
NSL1	3	2	neurons,astrocytes,microglia	ISOT-4d80-b427-1be7-8d14:s212738000:e212792500:AP:FL,ISOT-51d6-6672-27dc-3d40:s212726150:e212791800:AP:FL
NT5C3A	3	2	neurons,astrocytes,microglia	ISOT-c684-fdef-b380-7d66:s33014100:e33062800:AP:FL,ISOT-d044-647d-5959-2416:s33014100:e33062800:AP:FL
NT5C3B	3	3	neurons,astrocytes,microglia	ISOT-8a2d-4f48-4ba8-de19:s41825050:e41836250:AP:FL,ISOT-8ecc-d69a-bdab-18d5:s41825200:e41836250:EC:FL,ISOT-de9c-f3c4-e194-13db:s41825150:e41836300:AP:FL
NT5E	3	2	neurons,astrocytes,microglia	ISOT-9c0a-2672-1cd6-d0c3:s85450050:e85471600:AP:FL,ISOT-c0d6-7285-8668-d3f1:s85450050:e85495800:AP:FL
NTHL1	3	2	neurons,astrocytes,microglia	ISOT-9f23-30a8-93a2-50ba:s2039800:e2047850:AP:FL,ISOT-9f23-30a8-93a2-50ba:s2039800:e2047900:AP:FL
NTM	3	2	neurons,astrocytes,microglia	ISOT-2793-cbaa-8c51-4501:s131370450:e132336850:AP:FL,ISOT-d844-c95d-5e35-7415:s131911000:e132336850:AP:FL
NTMT1	3	2	neurons,astrocytes,microglia	ISOT-79b7-3b81-4aaf-961a:s129626200:e129635950:AP:FL,ISOT-9221-af69-ee29-4316:s129626150:e129636150:AP:FL
NUBP2	3	2	neurons,astrocytes,microglia	ISOT-8d48-b2be-129b-e119:s1782900:e1789200:AP:FL,ISOT-af35-f398-449f-caa2:s1782950:e1789200:AP:FL
NUCB1	3	2	neurons,astrocytes,microglia	ISOT-53c3-b61f-0c63-0ed3:s48900350:e48923300:NC:FL,ISOT-649b-c14f-0c97-9c8b:s48900300:e48923400:AP:FL
NUDCD1	2	2	astrocytes,microglia	ISOT-15d0-dbcc-ffd3-1b2e:s109240900:e109334100:AP:FL,ISOT-a354-825a-72e7-64ad:s109293300:e109334250:AP:FL
NUDT1	2	2	neurons,astrocytes	ISOT-5304-8a8e-a574-c265:s2244450:e2251150:AP:FL,ISOT-e05e-dbdd-5c8d-4faa:s2242200:e2251150:AP:FL
NUDT11	3	2	neurons,astrocytes,microglia	ISOT-1838-0e47-5dfa-573c:s51490000:e51496600:AP:FL,ISOT-78b3-1e30-4f6f-1cd9:s51490000:e51496850:AP:FL
NUDT15	2	2	astrocytes,microglia	ISOT-2eb0-bcd3-7e5e-6fae:s48037500:e48041550:AP:FL,ISOT-51f1-5feb-566c-2e68:s48037700:e48047250:AP:FL
NUPR1	3	2	neurons,astrocytes,microglia	ISOT-5173-23bf-c3c6-cee4:s28532700:e28539000:AP:FL,ISOT-9059-bc85-ecbd-df8d:s28537350:e28539000:DN:FL
NUTF2	3	2	neurons,astrocytes,microglia	ISOT-c966-7c8b-eed0-6d81:s67846900:e67872600:AP:FL,ISOT-f301-c922-cf36-7389:s67847100:e67872550:AP:FL
OAZ1	3	3	neurons,astrocytes,microglia	ISOT-a2c0-3b50-7f78-ce27:s2269500:e2273500:AP:FL,ISOT-c309-fc45-0a8c-ed7d:s2269500:e2273500:AP:FL,ISOT-ec10-b410-dd0f-e1ad:s2269500:e2273350:EC:FL
OAZ2	2	2	neurons,microglia	ISOT-7e5c-d29c-bfdf-4571:s64687550:e64703250:EC:FL,ISOT-d716-1fb8-5c1b-61b8:s64687550:e64703250:NC:FL
OCIAD1	3	8	neurons,astrocytes,microglia	ISOT-5a0f-6a62-7f26-c4b4:s48831000:e48861250:EC:FL,ISOT-7341-514e-c056-52b0:s48831000:e48861250:EC:FL,ISOT-9a2d-59dc-fc6e-e395:s48831050:e48861250:AP:FL,ISOT-a4d0-d30e-969d-bc37:s48831100:e48861800:AP:FL,ISOT-a645-e710-d1ad-d730:s48831100:e48861250:AP:FL,ISOT-c7af-4a19-8ae3-e97e:s48831050:e48861850:AP:FL,ISOT-d4a7-338a-16f8-048e:s48831000:e48857300:AP:FL,ISOT-dc37-9e09-e0d5-fa77:s48831050:e48861250:EC:FL
OCIAD2	3	3	neurons,astrocytes,microglia	ISOT-03de-95cb-58bf-78ee:s48885350:e48906800:AP:FL,ISOT-eaa7-522d-0577-ee48:s48885350:e48906950:AP:FL,ISOT-f9f6-35d7-c6a5-44e0:s48885350:e48907750:AP:FL
OGA	2	2	neurons,microglia	ISOT-1509-b971-6278-2d14:s101784400:e101818500:AP:FL,ISOT-45db-b9d6-56cf-4bdd:s101799250:e101818750:AP:FL
OGFR	2	2	neurons,microglia	ISOT-0c80-ecfa-1700-f93d:s62804800:e62814050:NC:FL,ISOT-10a4-9f6b-e1b3-1af8:s62804800:e62814050:AP:FL
OIP5-AS1	2	2	astrocytes,microglia	ISOT-09dc-16fb-98df-46f2:s41284000:e41299650:DN:FL,ISOT-f36d-46dc-866c-afdf:s41283950:e41306550:AP:FL
OLA1	2	2	neurons,microglia	ISOT-3926-6811-dd3b-fef5:s174072400:e174248550:AP:FL,ISOT-c672-518a-487b-cd53:s174075000:e174248600:AP:FL
OLR1	3	2	neurons,astrocytes,microglia	ISOT-4a9a-6909-2b91-3115:s10158300:e10172150:AP:FL,ISOT-6bb1-0b5f-0934-b1c2:s10159850:e10167600:EC:FL
OPTN	3	2	neurons,astrocytes,microglia	ISOT-501f-fe35-da54-b161:s13100150:e13138350:AP:FL,ISOT-741e-5d12-58fe-3483:s13099850:e13137300:AP:FL
ORAI3	2	2	neurons,microglia	ISOT-612f-31be-d507-1d4b:s30949150:e30956500:AP:FL,ISOT-9f59-a745-9082-4e81:s30949050:e30954950:AP:FL
ORMDL1	3	2	neurons,astrocytes,microglia	ISOT-7533-8ef5-ebee-0367:s189770300:e189784400:AP:FL,ISOT-cab2-fbbb-dea6-af70:s189770250:e189784350:AP:FL
OS9	3	2	neurons,astrocytes,microglia	ISOT-3a41-c0f8-d80c-8c44:s57693800:e57721600:AP:FL,ISOT-bd5e-b166-17c2-a255:s57694100:e57721600:NC:FL
OSBPL11	3	2	neurons,astrocytes,microglia	ISOT-8179-1294-c7fc-a154:s125529500:e125595300:NC:FL,ISOT-acac-1a5b-a22f-e73e:s125528850:e125595500:AP:FL
OSBPL8	3	5	neurons,astrocytes,microglia	ISOT-2d6b-2066-8172-4e1f:s76369700:e76423300:AP:FL,ISOT-554b-bf6f-d9e9-245d:s76355800:e76559850:AP:FL,ISOT-ade9-81c1-abb0-4883:s76351800:e76559850:AP:FL,ISOT-d994-88fc-9303-eb60:s76399850:e76559850:AP:FL,ISOT-fc76-540d-1009-65b1:s76369700:e76559750:AP:FL
